CustomerID,Age,Tenure,Usage Frequency,Support Calls,Payment Delay,Total Spend,Last Interaction,Gender_Male,Subscription Type_Premium,Subscription Type_Standard,Contract Length_Monthly,Contract Length_Quarterly
2721,54,8,15,4,5,351,21,False,False,False,False,False
55726,29,43,3,10,27,569,3,True,False,True,False,False
39275,36,19,9,4,7,242,24,True,False,False,False,False
51322,41,32,14,8,27,820,26,False,False,True,True,False
24484,26,57,20,3,28,729,21,False,False,True,False,False
63306,56,57,18,9,29,337,14,False,False,True,False,False
9049,33,47,19,9,11,114,12,False,False,False,False,False
19007,62,12,13,3,30,506,1,True,False,False,False,False
6335,62,54,15,3,10,528,8,False,True,False,False,False
44283,55,42,30,4,15,733,23,True,False,False,True,False
33193,33,38,27,8,13,695,8,True,False,False,False,False
27068,38,8,2,3,25,904,2,True,False,False,True,False
36768,43,32,29,8,18,587,17,True,True,False,False,True
54565,63,32,2,1,27,170,6,False,False,False,True,False
42443,63,41,13,10,19,991,11,True,True,False,False,True
13574,62,5,12,4,21,627,14,True,False,False,False,False
27631,33,33,29,9,20,224,10,True,False,True,False,False
36779,24,47,11,3,19,175,21,False,False,True,True,False
19493,55,5,25,4,2,905,30,True,False,True,False,False
1417,27,31,13,7,13,144,12,False,False,False,False,True
26219,42,5,1,7,13,686,29,False,True,False,False,True
50188,47,27,17,9,30,820,1,False,False,True,False,False
29999,21,55,4,4,15,312,6,True,False,True,False,True
26961,47,12,22,10,10,126,4,False,False,False,False,True
23733,64,20,26,2,3,528,11,False,True,False,False,False
57734,46,11,1,1,16,583,13,True,False,False,False,False
29210,38,40,6,6,22,152,24,True,True,False,False,False
21614,56,43,4,9,19,166,9,False,True,False,True,False
46504,64,55,14,7,19,739,8,False,False,False,False,True
4787,57,7,12,0,29,589,30,True,True,False,False,True
58049,23,53,30,5,22,257,16,False,False,False,True,False
54701,52,42,24,7,17,791,20,True,True,False,True,False
56928,56,30,13,5,28,923,26,True,False,True,True,False
50822,46,54,29,5,22,876,9,False,False,True,False,False
49032,55,57,12,9,16,784,8,True,False,True,False,False
61457,62,60,5,6,18,746,25,True,False,True,True,False
28201,40,47,3,0,27,167,22,False,False,False,False,False
17584,34,5,20,0,18,960,10,False,False,False,True,False
35538,42,36,8,5,8,533,8,True,False,False,True,False
48073,45,24,8,4,25,962,14,False,False,True,True,False
49492,25,50,15,2,30,325,12,False,True,False,True,False
12432,25,50,20,0,29,343,24,True,False,False,False,False
19166,52,59,11,6,6,950,10,False,True,False,False,True
15810,19,16,30,7,5,379,7,True,False,True,False,True
23049,18,40,20,0,30,950,12,True,True,False,False,True
64288,27,54,22,6,22,227,3,False,False,False,False,False
50316,24,36,6,8,19,927,1,True,False,True,False,False
34660,23,25,13,2,4,993,16,True,False,True,False,False
543,35,40,7,3,23,752,13,True,True,False,False,True
60012,53,55,4,8,18,710,2,False,False,True,True,False
21435,31,33,23,5,15,992,13,False,True,False,False,False
37048,33,21,4,3,15,164,29,True,True,False,False,False
40711,48,17,15,10,26,649,17,False,True,False,False,True
33297,36,24,19,2,22,813,30,False,False,False,False,True
2497,37,6,2,7,28,149,26,False,False,True,False,True
21400,59,21,13,2,26,664,4,False,True,False,False,True
38902,32,52,30,4,28,494,17,True,False,False,False,True
11116,34,46,12,1,17,913,26,False,True,False,False,True
17150,41,7,8,1,9,663,19,False,True,False,False,False
10485,43,25,13,4,11,814,28,False,False,False,False,False
24217,21,29,21,1,24,581,1,True,False,True,True,False
57441,58,44,29,8,28,195,22,True,True,False,True,False
5776,36,53,10,8,3,774,4,False,True,False,False,False
59757,63,2,14,2,28,140,7,False,False,True,False,False
32856,37,36,15,8,7,612,3,True,False,True,False,False
58012,50,38,14,4,23,153,20,False,True,False,True,False
29453,19,27,1,7,30,481,9,True,False,True,False,False
47942,59,15,23,4,27,789,8,False,False,True,True,False
21533,51,34,23,9,15,429,7,False,True,False,False,False
13098,26,35,1,4,21,471,23,False,True,False,True,False
54942,20,33,17,10,22,738,1,False,False,True,False,True
50697,25,9,8,10,28,215,6,False,False,False,False,False
31345,31,1,6,10,19,313,23,False,False,False,True,False
22934,33,38,6,8,26,131,22,True,False,True,False,True
26264,58,47,21,6,19,424,3,True,True,False,False,True
61096,55,42,6,7,19,125,23,False,False,True,False,False
56010,27,13,21,3,28,206,9,False,True,False,False,True
31180,48,28,21,4,28,328,24,False,False,False,False,False
9659,37,40,15,9,4,868,5,False,False,True,False,False
10995,57,17,8,2,16,927,6,False,False,False,False,False
44716,22,55,15,7,2,403,24,False,False,True,False,True
24386,47,6,9,6,23,633,13,True,False,True,True,False
63750,22,8,17,2,26,184,30,False,False,False,False,True
11132,34,33,11,3,28,372,23,True,False,False,False,True
56435,63,41,6,5,25,985,15,False,False,False,True,False
1110,47,44,17,2,14,240,29,True,False,False,True,False
59246,40,30,5,7,16,567,17,True,False,False,False,False
25585,65,19,19,9,0,443,27,False,True,False,False,False
14957,63,44,23,1,13,144,6,True,False,True,True,False
28564,25,42,24,3,25,157,12,False,False,False,True,False
18498,26,2,13,1,30,892,3,True,False,True,False,True
9300,40,56,12,5,4,130,19,False,True,False,True,False
61558,26,51,29,8,27,691,1,False,False,False,False,True
1134,39,11,2,5,1,404,19,False,False,False,True,False
35488,22,22,10,10,23,386,18,False,False,False,False,True
5099,43,13,1,10,23,389,16,True,False,True,False,True
33216,38,59,24,2,18,347,6,True,False,True,False,False
57191,41,17,1,6,23,735,14,False,False,False,True,False
10945,20,37,23,9,9,601,8,True,False,False,False,False
15462,25,20,5,9,27,953,5,False,True,False,True,False
33875,40,54,8,10,8,310,13,True,False,False,True,False
19396,54,39,6,2,6,308,19,True,False,False,True,False
52059,43,29,11,8,18,340,4,True,False,False,False,False
55214,49,2,1,0,20,880,13,False,False,False,True,False
15029,44,18,15,7,19,424,1,False,False,False,False,True
9230,55,58,25,0,4,152,9,False,False,True,False,False
33861,34,7,8,2,29,388,15,True,True,False,False,False
7106,25,29,2,6,24,620,19,True,False,False,True,False
54544,39,16,23,1,24,154,17,False,True,False,False,False
63673,51,36,3,10,28,377,29,False,False,False,False,False
41608,26,46,21,1,22,234,11,False,True,False,False,False
57287,22,38,7,4,26,174,23,False,False,True,False,True
33505,26,28,22,9,12,818,1,False,False,True,False,True
32835,18,60,30,3,17,482,7,True,True,False,False,True
35042,65,11,18,5,0,794,23,False,True,False,False,False
54471,64,51,3,4,16,248,28,False,False,False,True,False
41251,37,11,24,4,29,510,7,True,True,False,False,False
19210,47,29,11,7,24,411,19,False,False,True,False,True
46856,58,44,23,9,20,588,4,False,False,True,False,True
36248,56,32,30,1,16,880,18,True,True,False,True,False
20417,20,50,30,9,16,823,10,True,False,True,True,False
54294,52,55,4,5,16,460,26,False,False,True,False,False
54727,28,49,19,10,27,476,24,False,False,False,False,False
61773,37,27,26,4,23,108,30,False,False,True,True,False
2714,63,42,19,7,15,132,30,True,False,False,False,True
51529,33,48,19,9,30,980,9,True,True,False,False,True
39572,29,42,6,1,25,297,26,False,False,False,False,False
41417,43,50,19,5,0,660,17,True,False,False,False,True
8117,31,12,30,5,27,562,6,False,False,True,False,False
18110,35,20,14,4,25,752,18,True,False,True,True,False
36388,57,21,6,3,13,954,11,True,False,False,False,False
58745,24,58,16,5,22,407,27,True,False,False,False,True
33181,43,26,2,9,24,237,12,False,False,False,True,False
19241,48,36,28,10,2,895,20,False,True,False,True,False
21921,35,43,24,5,20,908,9,False,False,True,False,True
650,61,32,20,7,26,908,3,False,False,False,False,True
37271,65,20,12,9,20,955,14,False,False,True,False,False
43653,25,20,8,3,13,894,29,True,True,False,False,False
41565,49,27,30,0,23,372,20,False,False,True,True,False
31445,58,32,27,6,20,378,25,True,False,True,False,True
3216,32,24,2,0,20,396,27,False,False,True,False,False
8065,58,55,20,0,23,926,13,True,False,True,False,True
63684,24,25,9,5,27,866,13,True,False,False,False,False
39626,58,43,16,9,11,245,27,False,False,True,False,False
27801,41,4,21,8,24,191,13,False,False,False,False,True
24981,22,20,20,4,3,139,13,True,False,False,True,False
15850,62,38,23,6,25,859,21,False,True,False,True,False
51081,27,22,19,10,29,370,15,False,True,False,False,False
48961,25,55,1,5,19,753,12,False,True,False,True,False
8688,65,17,16,3,10,665,20,False,True,False,True,False
41264,61,47,18,1,20,950,21,False,True,False,True,False
34894,52,51,16,1,21,156,15,True,False,False,True,False
7720,40,44,24,5,2,817,8,True,True,False,True,False
46993,48,38,2,1,7,179,2,False,True,False,False,False
60187,63,36,3,10,28,668,14,True,False,True,False,False
17475,19,7,8,8,23,420,16,False,True,False,True,False
19550,58,37,23,7,2,264,21,False,True,False,True,False
49270,55,28,25,10,22,393,20,False,False,False,False,False
19358,37,12,19,6,30,295,21,True,False,False,True,False
50408,29,32,2,7,3,291,19,False,False,True,False,False
8219,43,25,17,10,6,101,15,True,False,True,False,True
3194,25,13,27,1,22,354,5,False,False,True,True,False
41117,18,12,3,7,7,926,19,True,False,True,False,False
62694,22,39,6,6,20,357,3,True,False,True,False,True
63712,61,55,11,1,22,203,18,False,False,False,False,True
37796,31,21,14,4,29,743,3,False,False,False,False,False
59339,51,57,27,9,23,221,13,True,False,True,False,True
36053,48,60,19,1,9,416,19,False,False,False,False,True
9872,51,6,20,1,6,543,19,False,False,False,False,False
21994,26,40,25,2,20,725,30,True,False,True,False,False
35763,24,30,29,8,24,534,21,False,False,True,False,True
44751,49,23,1,9,20,859,23,False,False,True,False,False
6871,54,28,27,2,1,773,24,True,False,False,False,True
19392,44,36,15,2,4,571,14,True,False,False,False,False
57196,52,36,12,7,17,742,27,False,False,True,False,False
18918,25,45,14,1,17,448,10,True,False,True,True,False
34293,42,5,27,1,30,725,11,False,True,False,True,False
40873,58,23,27,5,5,353,19,True,False,True,False,True
8935,50,54,13,4,12,564,24,True,False,True,False,False
38929,47,15,25,1,25,731,8,False,True,False,False,False
52119,59,39,1,1,13,112,1,False,True,False,False,False
13131,25,18,10,5,8,764,16,True,False,False,False,True
47489,42,52,1,9,22,701,22,True,True,False,False,False
39191,42,19,14,9,12,303,10,False,True,False,False,False
51640,20,36,26,9,16,614,15,True,False,False,False,True
5511,27,35,18,4,20,451,6,False,True,False,True,False
50766,52,40,2,3,23,378,25,False,False,False,False,False
22724,37,55,19,7,12,832,20,False,False,False,True,False
6701,19,47,17,6,3,530,27,True,False,True,False,False
61893,44,37,13,10,21,900,28,True,True,False,True,False
61992,50,53,29,10,28,893,21,True,False,False,True,False
22631,32,59,8,0,26,882,22,True,False,True,True,False
61577,25,18,4,6,23,163,26,False,True,False,True,False
2221,35,3,14,2,2,658,29,False,True,False,False,False
21345,53,47,10,3,0,161,4,True,True,False,False,True
3931,54,58,26,2,13,696,10,False,False,False,True,False
25800,38,11,8,0,3,901,29,True,True,False,True,False
20723,25,23,3,8,29,789,15,False,True,False,False,False
23415,60,31,14,1,25,455,29,False,True,False,False,False
775,36,48,19,1,23,401,17,True,False,True,False,True
16958,58,34,25,1,10,720,17,False,True,False,True,False
40842,34,41,12,4,2,215,4,False,False,True,True,False
36431,24,60,3,9,29,409,18,False,False,False,False,False
1466,26,20,29,5,19,251,23,False,False,True,False,True
13173,47,11,17,4,1,851,9,True,True,False,False,False
6168,48,40,26,8,4,377,17,False,False,True,False,True
3368,55,30,5,9,7,524,4,True,True,False,True,False
2384,22,26,21,1,30,759,4,False,True,False,False,True
3439,62,7,25,2,2,262,10,False,True,False,False,True
7493,44,22,26,7,16,742,10,False,False,False,True,False
33516,64,30,24,8,1,777,24,True,True,False,False,True
23924,46,40,30,1,20,607,30,True,False,False,False,True
61334,44,57,20,7,27,781,19,False,True,False,True,False
35521,36,11,15,4,1,874,24,False,False,False,False,False
43213,31,43,8,7,22,705,29,True,False,True,True,False
43386,23,10,18,7,0,840,26,True,True,False,False,False
62959,23,36,15,9,21,682,13,True,False,False,True,False
42417,45,24,20,2,13,956,28,True,False,False,False,True
9772,63,41,6,4,10,619,13,False,False,True,False,False
57938,20,35,1,9,21,860,27,True,False,False,True,False
44819,43,1,18,5,23,804,13,True,False,False,False,False
14183,47,27,12,0,14,875,11,True,False,False,False,True
36698,29,24,23,0,16,171,18,True,True,False,False,True
30401,47,26,18,6,25,120,28,True,False,True,False,True
13748,43,46,29,7,15,791,4,False,False,True,True,False
54522,32,11,15,3,30,873,24,False,False,False,True,False
40009,54,38,14,6,23,673,4,True,False,False,False,True
17268,30,34,7,5,5,154,4,False,False,False,False,False
7304,53,60,25,6,8,150,2,False,False,False,False,False
17259,23,46,7,5,18,835,22,False,False,False,False,False
19530,47,53,5,4,5,423,16,True,False,True,False,False
44372,62,19,4,1,18,958,14,True,False,True,False,True
56812,41,57,24,7,23,435,4,True,True,False,False,False
55530,41,8,29,0,26,186,7,False,False,True,False,False
20030,63,59,22,3,6,617,16,True,True,False,False,False
10449,52,15,15,4,0,580,24,False,True,False,False,False
54057,37,44,9,5,24,459,10,False,False,False,False,True
32425,21,7,7,4,15,248,4,True,False,False,False,False
20908,46,34,29,6,9,495,22,False,True,False,False,True
23616,22,31,9,5,14,780,23,True,True,False,True,False
49791,19,3,3,1,23,415,18,False,False,False,False,True
55877,50,58,29,6,23,919,2,True,True,False,False,False
45188,55,60,13,1,25,817,16,True,False,False,False,True
25835,64,18,27,3,30,152,17,False,True,False,False,False
58249,35,55,8,5,20,814,9,False,False,True,False,True
45874,29,36,3,5,23,146,12,False,False,True,False,False
12582,60,37,23,8,8,280,17,True,True,False,False,False
56921,52,57,27,5,28,585,10,False,False,True,False,True
27509,48,17,21,9,1,748,30,True,False,True,False,True
46985,49,30,13,9,25,173,1,False,False,False,False,True
15098,22,57,29,3,28,162,6,True,True,False,False,False
47013,56,20,24,1,22,511,6,False,False,False,True,False
39694,41,27,18,9,9,672,19,True,False,False,False,True
49060,61,59,18,7,29,851,25,True,False,True,False,True
1109,34,37,28,0,17,680,15,False,True,False,True,False
11091,59,56,9,1,13,620,20,False,False,True,False,True
55211,39,53,25,8,16,532,25,True,False,False,False,False
7514,65,9,11,2,26,819,29,False,True,False,False,False
6915,37,15,19,0,20,433,3,True,False,True,True,False
8055,55,51,11,4,2,927,28,False,False,False,True,False
15530,18,48,25,7,14,302,13,True,True,False,True,False
22271,43,52,21,3,0,941,22,True,False,True,False,True
3543,28,16,9,1,13,338,17,True,True,False,False,True
41056,48,25,1,6,9,739,7,False,True,False,True,False
8360,47,56,17,6,10,925,6,True,True,False,True,False
16317,27,13,22,8,10,919,6,False,True,False,False,False
26193,46,35,10,9,28,581,4,False,True,False,False,False
25898,65,50,27,10,24,709,28,False,False,True,True,False
36957,35,52,10,7,8,923,8,True,False,True,False,True
32513,55,30,20,4,0,906,4,False,False,True,True,False
2334,38,13,27,9,22,842,12,False,False,False,False,False
19723,42,33,17,8,3,966,2,True,False,True,True,False
21830,21,46,26,2,7,492,15,True,False,True,False,False
56164,21,29,21,7,30,822,23,False,False,True,True,False
63708,48,31,23,6,24,921,7,False,True,False,True,False
12730,62,12,2,6,22,599,3,False,True,False,False,False
6439,27,1,20,9,29,254,11,True,True,False,False,True
5094,30,57,26,0,8,883,7,False,False,True,False,True
28979,56,32,15,7,9,205,28,False,True,False,False,True
12733,42,10,9,4,21,584,29,False,False,True,True,False
48702,37,46,9,1,24,239,28,False,False,False,True,False
51611,41,32,22,6,18,501,11,True,True,False,True,False
22268,41,42,3,3,25,293,16,False,False,False,False,False
39748,34,16,3,7,8,108,3,True,True,False,True,False
58635,40,54,22,9,19,148,20,True,False,True,True,False
58034,55,32,20,4,29,687,1,False,False,False,True,False
35761,32,46,27,7,21,970,10,False,False,False,False,False
41630,52,53,9,8,9,463,18,True,False,False,False,True
53900,56,41,2,5,13,479,5,False,False,False,False,False
30911,60,25,25,8,10,606,4,True,False,False,True,False
28845,59,18,6,6,16,545,23,False,True,False,False,True
60956,20,44,21,6,30,583,24,False,False,False,False,True
44641,49,7,5,6,5,765,11,True,False,True,False,True
37718,43,8,6,8,8,629,10,False,False,False,False,False
21185,59,34,4,1,16,733,12,True,False,False,False,True
21820,50,33,28,5,5,626,16,False,False,False,False,True
46606,59,55,3,5,7,260,9,False,True,False,True,False
61381,36,48,26,8,21,934,1,True,False,True,False,True
4397,31,60,29,7,22,566,19,False,False,True,True,False
47955,57,14,1,10,20,295,2,False,False,True,False,True
62281,26,6,4,8,21,251,5,False,False,True,False,False
50307,53,58,25,7,26,474,3,True,True,False,True,False
24623,49,23,24,8,16,469,5,True,False,False,False,False
1442,51,23,2,2,1,691,25,False,False,True,False,False
48561,39,51,20,8,30,457,25,True,True,False,True,False
36968,29,40,26,5,27,523,13,False,False,True,False,False
37310,38,56,24,9,10,162,23,True,False,True,False,True
61802,61,58,15,0,25,778,14,False,False,False,True,False
50624,59,22,4,4,21,563,28,False,False,True,False,False
10672,20,27,18,9,26,558,20,False,False,False,False,False
42540,21,29,13,2,5,928,7,True,False,True,True,False
62108,20,28,29,5,19,377,23,True,False,True,True,False
61600,57,37,26,2,28,261,12,False,True,False,True,False
14024,59,6,21,4,11,162,20,False,True,False,False,False
29095,32,47,22,1,21,292,6,False,True,False,True,False
42094,30,21,15,7,6,660,12,False,True,False,False,False
4636,44,15,30,3,9,457,7,True,True,False,False,True
5451,34,1,12,6,20,744,28,True,True,False,False,True
11147,46,59,30,7,2,960,22,False,True,False,False,False
44995,55,56,28,2,19,580,16,True,False,True,False,True
1497,23,44,16,2,17,921,18,False,False,True,True,False
734,62,8,8,3,28,533,17,True,False,True,True,False
35982,31,48,21,5,0,317,28,True,False,True,False,False
8533,49,13,28,5,5,867,9,True,False,True,False,False
15002,42,43,17,10,19,414,13,False,False,True,True,False
35749,50,37,7,2,1,490,26,False,False,False,False,False
21343,39,22,15,8,18,276,14,True,True,False,False,True
34896,25,21,30,1,8,359,19,True,False,True,False,True
13467,33,5,30,8,9,357,19,True,False,True,False,True
18715,34,37,13,8,26,800,5,False,False,True,False,True
22713,36,25,11,5,14,983,29,True,False,True,False,True
14641,22,4,24,2,6,640,15,True,False,True,False,True
59617,27,25,19,7,19,272,13,False,False,False,False,False
38777,32,33,2,8,7,993,10,True,True,False,False,False
41829,20,55,30,10,22,106,24,True,False,True,True,False
61909,51,50,21,9,23,172,21,True,True,False,False,True
58908,57,59,23,8,29,525,16,True,False,False,True,False
42337,33,56,16,0,2,336,5,False,True,False,False,True
19604,41,15,29,1,11,686,15,True,False,False,True,False
60502,32,58,4,5,30,712,25,True,False,True,True,False
41843,60,54,4,0,5,232,29,True,True,False,True,False
38318,27,52,15,1,9,888,11,True,True,False,True,False
20425,56,44,21,10,10,396,29,True,False,False,True,False
18695,18,28,29,2,11,251,12,True,False,True,False,False
49619,39,54,6,6,20,543,9,True,True,False,False,True
46517,64,36,26,8,29,286,19,False,False,True,True,False
42938,49,60,15,7,10,860,17,True,False,False,False,True
16829,61,18,10,6,10,428,12,True,False,False,True,False
22161,22,25,29,1,0,691,23,False,False,True,False,True
28493,34,51,18,9,2,679,10,True,False,False,False,False
50761,44,49,24,9,23,426,24,False,False,False,True,False
54329,64,56,11,10,22,841,5,True,False,False,False,True
18210,45,29,24,2,30,933,13,False,False,False,False,True
47863,31,50,26,9,23,136,21,False,False,False,False,False
15182,62,7,24,10,25,998,6,False,False,False,True,False
60330,57,46,17,5,24,543,22,True,False,False,False,True
45309,26,34,23,1,13,729,22,True,False,False,False,True
1337,18,12,8,0,20,175,9,False,True,False,False,False
6565,46,16,21,2,17,412,15,False,True,False,False,True
54989,51,39,15,10,30,804,25,False,True,False,False,True
32217,38,28,20,6,26,624,28,False,False,False,True,False
20358,24,22,26,2,3,631,14,True,True,False,False,False
61572,32,44,25,5,20,410,20,True,False,True,True,False
25154,22,38,8,5,11,254,19,False,False,True,False,True
5965,28,50,13,8,12,881,11,False,False,True,True,False
57244,31,30,19,10,22,797,24,True,True,False,True,False
44320,58,26,25,10,24,581,22,False,False,False,False,True
31495,26,27,4,1,0,249,12,True,False,True,False,False
39373,21,27,5,0,0,828,20,True,False,True,False,True
6992,45,19,6,10,13,202,16,True,False,False,False,False
34370,33,37,28,9,29,163,19,True,False,True,False,True
13760,28,59,5,10,19,980,8,True,True,False,False,True
61727,21,36,27,4,27,425,9,False,False,True,False,False
15787,29,41,17,5,21,464,17,True,False,True,True,False
1475,52,5,24,0,19,227,18,True,False,True,False,False
60291,47,45,17,8,30,225,22,True,False,True,False,False
33948,35,17,23,6,19,148,23,True,False,True,False,True
1554,57,38,19,7,4,958,15,False,True,False,True,False
24034,28,48,29,8,20,318,29,True,False,False,True,False
49533,51,17,17,0,22,967,1,False,False,False,True,False
53239,57,43,2,0,30,399,27,False,False,True,False,False
22428,29,26,1,2,20,425,6,True,False,False,True,False
18012,36,17,20,8,22,180,29,False,False,False,False,True
16369,34,31,17,4,11,766,27,True,False,False,True,False
38106,52,27,16,4,12,899,14,False,True,False,True,False
33058,65,10,8,3,12,187,16,False,False,True,False,False
25909,63,33,28,9,8,447,4,False,False,True,False,True
33495,44,45,10,0,20,885,27,False,False,True,False,True
57643,23,30,13,3,27,801,14,False,True,False,True,False
47752,57,26,5,0,28,270,21,False,False,True,False,False
41813,45,54,30,0,4,829,25,True,True,False,False,False
32186,52,54,7,6,5,647,17,True,False,False,False,False
44541,28,52,8,4,19,969,17,False,False,True,False,False
16659,46,48,27,0,10,598,28,True,False,True,False,True
12232,19,52,1,1,11,810,28,False,True,False,False,False
54197,52,24,11,10,20,368,30,False,True,False,False,False
25551,43,33,5,5,20,182,25,False,False,False,True,False
38151,43,39,29,4,9,777,22,False,True,False,False,False
62088,58,59,16,10,30,758,12,True,True,False,False,False
46895,37,59,14,5,26,164,26,False,True,False,False,True
32319,56,42,3,6,22,684,7,False,False,False,True,False
2120,43,37,28,4,26,492,15,False,True,False,False,False
17365,26,28,10,7,9,571,20,False,False,False,False,True
27235,62,11,8,8,3,952,18,False,False,True,False,False
40336,19,16,27,10,20,849,17,False,False,False,False,False
20178,19,42,4,8,16,297,17,False,False,True,False,True
34003,55,41,21,1,19,542,12,False,True,False,False,False
45598,43,31,22,7,20,601,29,True,False,True,True,False
7410,64,33,14,9,21,864,23,True,False,False,False,True
47348,41,28,16,6,21,146,5,False,False,True,True,False
44000,63,30,20,6,7,958,5,True,False,True,False,True
44535,55,49,20,4,8,520,21,False,False,True,True,False
29943,44,28,30,10,4,962,10,True,True,False,False,True
60305,21,52,27,4,21,118,15,False,False,True,False,False
40957,29,60,26,9,11,152,18,True,False,False,True,False
45530,54,52,12,5,12,122,8,True,False,True,False,True
34952,39,58,19,7,13,960,24,True,False,True,True,False
6364,34,44,3,6,5,512,25,True,False,False,False,True
63125,63,55,13,8,25,117,22,False,True,False,True,False
54924,54,16,4,8,21,980,1,True,True,False,False,True
49353,35,44,8,1,25,223,28,False,True,False,True,False
63433,51,33,22,6,30,380,1,True,False,True,False,False
4795,30,39,13,0,18,408,8,True,False,True,False,False
62283,40,45,24,10,22,712,23,False,True,False,True,False
10398,18,18,2,10,14,375,24,True,True,False,True,False
9163,64,27,15,9,12,473,10,True,False,False,False,False
40530,20,15,9,1,9,346,24,True,False,True,False,False
19435,28,2,11,6,1,230,4,False,True,False,False,True
13998,39,14,3,5,27,515,6,False,True,False,False,True
36513,49,55,1,2,10,676,23,True,True,False,False,True
56358,47,51,30,5,18,910,11,False,False,True,False,True
5472,37,57,2,7,13,552,18,True,False,False,False,False
393,47,12,18,1,13,872,24,False,True,False,False,False
61767,53,32,17,7,28,799,15,False,False,True,False,False
453,53,30,24,4,24,346,29,True,True,False,False,True
27025,50,4,13,6,27,702,17,True,True,False,False,True
42823,29,54,8,9,7,230,18,False,False,False,True,False
5341,49,38,14,7,0,854,28,True,False,True,False,False
11207,27,51,27,1,26,847,25,False,False,True,True,False
11270,46,33,6,6,1,247,5,False,False,False,True,False
14357,24,19,22,9,25,593,5,False,False,False,True,False
37456,53,35,6,10,25,657,10,True,False,True,False,True
35847,18,26,15,7,30,136,21,True,True,False,False,False
54886,59,22,2,7,23,589,14,True,False,False,False,False
29626,27,12,4,2,9,849,18,True,False,False,False,True
11691,19,4,6,6,21,367,21,True,False,False,True,False
36113,48,18,1,8,25,673,10,False,True,False,False,False
29052,43,25,20,0,4,285,9,True,False,False,False,False
54637,22,13,11,3,24,296,14,False,True,False,False,True
56754,60,51,3,6,14,158,8,True,False,True,True,False
28682,49,16,30,10,22,803,30,True,True,False,False,True
6290,28,40,6,1,11,821,20,True,False,True,False,True
1879,39,2,6,9,0,481,13,False,True,False,True,False
18225,30,21,28,2,6,801,9,True,True,False,False,False
35015,61,44,28,8,4,398,3,True,False,False,False,False
51250,44,15,11,10,22,730,10,False,False,False,True,False
44735,28,26,6,3,6,928,21,False,True,False,True,False
2975,24,1,18,0,22,584,25,True,False,True,False,True
35739,61,5,14,8,8,824,7,True,False,False,True,False
40434,36,7,12,2,21,554,13,False,True,False,True,False
53042,44,14,14,1,29,448,3,False,False,True,False,False
55830,25,17,4,8,27,531,27,False,False,False,True,False
53953,51,32,28,0,29,288,27,False,False,False,False,False
26132,39,52,25,9,11,809,11,True,True,False,False,False
45044,53,13,19,9,19,925,7,False,False,True,False,False
32837,60,17,29,5,13,661,20,False,True,False,True,False
18917,21,34,27,0,23,943,9,True,True,False,True,False
28024,65,3,18,1,18,387,30,True,True,False,True,False
36041,18,19,17,6,28,631,7,True,True,False,False,True
13170,38,42,8,3,0,126,30,True,True,False,False,True
33952,51,46,4,8,30,498,30,True,False,True,False,False
44626,24,49,19,10,15,492,19,True,False,True,False,False
43638,54,49,20,3,30,282,19,True,True,False,False,False
24098,48,27,15,2,10,455,5,False,True,False,False,True
12097,59,35,7,2,19,565,5,True,False,True,True,False
3358,46,33,14,2,8,651,1,False,False,True,False,True
50769,43,9,10,1,23,381,27,False,False,True,False,True
18835,26,54,20,2,6,962,6,True,False,False,False,False
2749,18,31,9,9,2,148,20,False,False,True,True,False
26274,52,60,13,8,23,735,7,True,True,False,True,False
24,36,54,20,4,1,373,25,False,False,False,True,False
23873,60,24,2,1,27,147,21,False,False,False,True,False
35296,28,8,29,3,7,193,22,False,False,True,False,True
52651,48,24,28,8,25,603,17,False,True,False,True,False
28680,60,54,23,4,23,790,18,False,False,True,False,True
47614,32,51,21,10,27,518,3,False,False,True,False,False
13260,65,20,6,8,3,899,20,True,False,True,False,True
31238,20,6,14,2,13,262,26,False,False,False,False,False
18822,33,52,24,6,13,193,27,False,True,False,True,False
23713,51,40,22,1,25,698,5,False,False,True,False,True
37192,37,50,24,8,15,429,7,True,True,False,True,False
38075,19,40,8,8,15,330,29,False,False,True,False,True
41418,18,1,23,1,2,163,8,False,True,False,False,False
33287,33,34,25,4,14,478,23,False,True,False,False,False
58658,37,35,13,8,28,701,25,False,False,True,False,False
22519,65,47,8,0,25,970,26,False,False,True,True,False
5945,36,26,28,0,10,791,6,False,False,False,False,True
25207,40,12,13,7,26,692,23,True,False,True,False,True
9528,38,35,20,10,6,877,23,True,False,True,False,False
43569,47,48,14,7,15,401,9,False,False,True,False,True
58036,51,44,2,4,6,120,4,True,True,False,False,False
6217,31,36,9,9,23,624,11,True,False,True,False,True
24039,64,25,12,0,24,676,5,True,True,False,False,False
6443,56,49,20,4,30,258,1,False,False,True,True,False
4509,36,15,20,3,17,978,25,False,False,True,True,False
35676,48,10,20,2,13,637,22,False,True,False,True,False
43489,60,56,9,10,22,733,14,False,True,False,True,False
53851,30,34,7,10,24,455,18,True,True,False,True,False
22104,36,6,18,2,3,497,12,True,False,False,False,False
27989,30,1,15,1,21,924,15,False,False,True,False,True
15496,28,56,3,7,21,285,25,False,True,False,True,False
6177,19,57,24,6,16,260,3,True,False,True,True,False
26071,20,2,13,2,17,558,2,True,False,True,False,False
64136,39,47,24,10,18,840,25,False,False,False,False,False
43198,54,30,5,8,7,517,11,True,False,True,False,True
